,DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,AGE,TIME_PERIOD,OBS_VALUE,T3,S3,I12,C10,I13,S11,S4,R1,T5,S8,S14,C6,I11,S9,C2,S7,T2,S5,S6,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
2848,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ITA,A,1285,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1951,93.09,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2849,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ITA,A,1285,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1981,61.26,,,,,,,,,,,,,,,,,83.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2850,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ITA,A,1285,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1971,66.33,,,,,,,,,,,,,,,,,83.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2851,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,URY,A,1757,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1963,81.19,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2852,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,URY,A,1757,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1985,54.51,,,,,,,,,,,,1061.0,,,,,81.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2853,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,URY,A,1757,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1975,74.44,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2854,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,URY,A,1757,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1996,68.31,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2855,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,NGA,A,1484,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1963,72.65,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2856,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,NGA,A,1484,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1991,38.7,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2857,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,SUR,A,1651,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1964,43.42,,,,,,,,,,,,,,371.0,,,239.0,41.0,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2858,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,SUR,A,1651,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1980,31.55,,,,,,,,,,,,,,371.0,,,239.0,41.0,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2859,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HKG,A,1221,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1966,66.04,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2860,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HKG,A,1221,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1961,73.59,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2861,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HKG,A,1221,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1981,68.61,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2862,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HKG,A,1221,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1991,60.17,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2863,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HKG,A,1221,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1976,68.97,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2864,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HKG,A,1221,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,2001,48.18,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2865,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HKG,A,1221,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1971,67.98,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2866,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HKG,A,1221,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1986,65.52,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2867,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,PNG,A,1543,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1966,86.11,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2868,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,PNG,A,1543,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1971,79.38,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2869,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,PNG,A,1543,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,2000,57.74,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2870,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,BLZ,A,353,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1970,21.83,,,,,,,,,,,,1059.0,,,,,83.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2871,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,BLZ,A,353,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1960,83.14,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2872,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ZAF,A,1810,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1970,24.23,,,,,,,34.0,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2873,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ZAF,A,1810,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1980,19.09,,,,,,,34.0,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2874,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ZAF,A,1810,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1985,18.38,,,,,,,34.0,,,,,,266.0,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2875,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ZAF,A,1810,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1960,25.51,,,,,,,34.0,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2876,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ZAF,A,1810,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1991,14.42,,,,,,,,,,,,,,,,,85.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2877,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRB,A,954,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1970,75.34,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2878,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRB,A,954,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1980,75.7,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2879,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,TUR,A,1726,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1970,73.13,,,,,,,,,,,,,,,,,81.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2880,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,TUR,A,1726,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1985,78.51,,,,,,,,,,,,,,,,,81.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2881,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,TUR,A,1726,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1965,82.07,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2882,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,TUR,A,1726,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,2000,65.89,,21.0,,,,,,,,,,,,,,,81.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2883,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,TUR,A,1726,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1955,91.97,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2884,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,TUR,A,1726,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1960,86.37,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2885,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,TUR,A,1726,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1975,74.13,,,,,,,,,,,,,,,,,81.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2886,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,TUR,A,1726,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1980,78.88,,,,,,,,,,,,,,,,,81.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2887,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ESP,A,1107,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1970,73.21,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2888,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ESP,A,1107,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1950,86.32,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2889,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ESP,A,1107,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1991,54.9,,14.0,,,,,,,,,,1058.0,,,,,85.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2890,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ESP,A,1107,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1960,82.07,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2891,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HTI,A,1233,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1971,75.18,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2892,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HTI,A,1233,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,2003,28.44,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2893,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HTI,A,1233,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1950,88.91,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2894,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,HTI,A,1233,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1982,59.06,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2895,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,LKA,A,1358,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1971,67.86,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2896,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,LKA,A,1358,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1963,63.85,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2897,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,LKA,A,1358,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1953,64.61,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2898,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,LKA,A,1358,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1981,58.99,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2899,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,DZA,A,1090,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1975,73.9,,,,,,,,,,,,,,,,,81.0,,,,RT,PT,0,,1,EA,EAP_DWAP_SEX_AGE_RT
2900,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,MLI,A,1411,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1976,85.42,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2901,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IRN,A,1267,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1976,67.39,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2902,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IRN,A,1267,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1996,50.99,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2903,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IRN,A,1267,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1956,87.37,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2904,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IRN,A,1267,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1966,77.77,,,,,,,34.0,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2905,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IRN,A,1267,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1991,60.78,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2906,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IRN,A,1267,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1986,66.28,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2907,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,SWZ,A,1671,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1976,37.16,,,,,,,,,,,,,,362.0,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2908,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,SWZ,A,1671,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1966,63.78,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2909,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,SWZ,A,1671,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1986,45.21,,,,,,,,,,,,,,,,,81.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2910,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,SWZ,A,1671,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1997,33.9,,,,,,,,,,,,,,,,,81.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2911,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,EGY,A,1101,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1976,60.28,,,,,,,,,,,,,,,,,,42.0,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2912,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,EGY,A,1101,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1986,57.12,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2913,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,EGY,A,1101,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1960,76.76,,,,,,,,,,,,,,,,,,41.0,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2914,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,BOL,A,942,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1976,67.81,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2915,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,BOL,A,942,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1992,59.03,,,,,,,,,,,,,,,,,79.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2916,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,GUF,A,1208,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1977,49.88,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,EA,EAP_DWAP_SEX_AGE_RT
2917,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,DNK,A,769,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1977,64.94,104.0,21.0,,,,,,,,,,,,,,,,41.0,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
2918,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,DNK,A,769,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1978,64.99,104.0,21.0,,,,,,,,,,,,,,,,41.0,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
2919,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,DNK,A,769,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1979,64.91,104.0,,,,,,,,,,,,266.0,,,,,41.0,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
2920,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,DNK,A,769,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1981,71.74,104.0,,,,,,,,,,,,,,,,,41.0,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
2921,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,DNK,A,769,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1976,65.01,104.0,21.0,,,,,,,,,,,,,,,,41.0,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
2922,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,DNK,A,769,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1974,65.28,104.0,21.0,,,,,,,,,,,,,,,,41.0,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
2923,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,MEX,A,1402,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1978,58.47,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,EA,EAP_DWAP_SEX_AGE_RT
2924,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,MEX,A,1402,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1979,57.94,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,EA,EAP_DWAP_SEX_AGE_RT
2925,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IDN,A,1241,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1980,61.75,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2926,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IDN,A,1241,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1961,76.38,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2927,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IDN,A,1241,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,2000,55.47,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2928,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IDN,A,1241,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1990,61.99,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2929,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,IDN,A,1241,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1971,63.16,,,,,,,,,,,,,,,,,239.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2930,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,PRI,A,1553,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1980,33.58,,,,,,,,,,,,,,,,,85.0,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2931,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,PRI,A,1553,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1960,40.97,,,,,,,,,,,,1059.0,,,,,83.0,40.0,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2932,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,PRI,A,1553,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1970,35.93,,,,,,,,,,,,,,371.0,,,83.0,40.0,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
2933,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,MTQ,A,1438,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1980,42.55,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
2934,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,MTQ,A,1438,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,2008,28.09,,17.0,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
2935,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ANT,A,853,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1980,61.72,,,,,,,35.0,,,,,,,,,,,41.0,,,RT,PT,0,,1,EA,EAP_DWAP_SEX_AGE_RT
2936,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ANT,A,853,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1985,58.57,,,,,,,32.0,,,,,,,,,,,41.0,,,RT,PT,0,,1,EA,EAP_DWAP_SEX_AGE_RT
2937,ILO:DF_YI_ALL_EAP_DWAP_SEX_AGE_RT(1.0),YI,ANT,A,853,EAP_DWAP_RT,SEX_M,AGE_YTHADULT_Y15-24,1986,57.31,,,,,,,32.0,,,,,,,,,,,41.0,,,RT,PT,0,,1,EA,EAP_DWAP_SEX_AGE_RT
